,loss,accuracy,precision,recall,val_loss,val_accuracy,val_precision,val_recall
0,0.6695084571838379,0.5763546824455261,1.0,0.0034762455616146326,0.5610911250114441,0.6894287467002869,0.9736841917037964,0.283307820558548
1,0.4937804341316223,0.810016393661499,0.7975338101387024,0.7557482123374939,0.3506600856781006,0.8759028315544128,0.8963730335235596,0.8009259104728699
2,0.32463058829307556,0.8789819478988647,0.8725257515907288,0.8415426015853882,0.23092983663082123,0.9271175265312195,0.9286872148513794,0.895312488079071
3,0.2393706887960434,0.9154351353645325,0.9148600697517395,0.8858778476715088,0.17140479385852814,0.9487853050231934,0.9577922224998474,0.9190031290054321
4,0.18187041580677032,0.9410508871078491,0.943359375,0.9186002016067505,0.12922599911689758,0.9612606763839722,0.9542586803436279,0.9527559280395508
5,0.15376462042331696,0.9509031176567078,0.9541501998901367,0.9295340776443481,0.10309988260269165,0.9691398739814758,0.9636363387107849,0.9650986194610596
6,0.1251300722360611,0.9577996730804443,0.9590323567390442,0.9417624473571777,0.10257565230131149,0.9724228382110596,0.9612902998924255,0.9706840515136719
7,0.10833577811717987,0.9653530120849609,0.9674637317657471,0.9506933689117432,0.06995481997728348,0.9796454310417175,0.9834437370300293,0.9658536314964294
8,0.09910772740840912,0.9663382768630981,0.9679907560348511,0.9536474347114563,0.07454708218574524,0.9763624668121338,0.9824281334877014,0.9609375
9,0.0858667641878128,0.9742200374603271,0.9758805632591248,0.9644343256950378,0.06888053566217422,0.9789888262748718,0.9861751198768616,0.965413510799408
10,0.08468662202358246,0.9742200374603271,0.984362781047821,0.9555976986885071,0.059585269540548325,0.9776756167411804,0.9968454241752625,0.9518072009086609
11,0.07738085091114044,0.9724137783050537,0.9795356392860413,0.9554702639579773,0.07166405767202377,0.9763624668121338,0.9705449342727661,0.9762963056564331
12,0.07225911319255829,0.9735631942749023,0.9776493310928345,0.9609848260879517,0.05944835767149925,0.9730794429779053,0.9903692007064819,0.946319043636322
13,0.060346104204654694,0.9773399233818054,0.9843689203262329,0.962552547454834,0.0684301033616066,0.9770190119743347,0.988959014415741,0.9572519063949585
14,0.06102801859378815,0.9758620858192444,0.9835680723190308,0.9599083662033081,0.04783365875482559,0.9789888262748718,0.9938650131225586,0.9585798978805542
15,0.05447743460536003,0.9788177609443665,0.9874361753463745,0.9628636837005615,0.05280176177620888,0.9757058620452881,0.9951768517494202,0.9479326009750366
16,0.053410761058330536,0.9786535501480103,0.9881516695022583,0.9615679979324341,0.03813452646136284,0.9862114191055298,0.9880059957504272,0.980654776096344
17,0.05167520418763161,0.9786535501480103,0.9822462201118469,0.9680486917495728,0.03721074387431145,0.9783322215080261,0.9951377511024475,0.9534161686897278
18,0.050929050892591476,0.9798029661178589,0.9913146495819092,0.9613323211669922,0.05157226696610451,0.9809586405754089,0.9954198598861694,0.9616519212722778
19,0.048785459250211716,0.9789819121360779,0.9936330914497375,0.9570716619491577,0.046666570007801056,0.9796454310417175,0.9969372153282166,0.9573529362678528
20,0.05430372431874275,0.9783251285552979,0.9864236116409302,0.9632575511932373,0.0371471606194973,0.9881812334060669,0.9983525276184082,0.9727126955986023
21,0.0502655915915966,0.9798029661178589,0.9867704510688782,0.9660952091217041,0.038238681852817535,0.9809586405754089,0.9903537034988403,0.964006245136261
22,0.05006873235106468,0.9781609177589417,0.9861166477203369,0.9620742797851562,0.04317483305931091,0.9803020358085632,0.9953051805496216,0.959276020526886
23,0.047510456293821335,0.9798029661178589,0.9893238544464111,0.96304851770401,0.03737504780292511,0.982928454875946,0.9856459498405457,0.9732283353805542
24,0.04802960529923439,0.9788177609443665,0.9886763095855713,0.9620060920715332,0.0373401939868927,0.9796454310417175,0.9966832399368286,0.9539682269096375
25,0.043429870158433914,0.9799671769142151,0.990138053894043,0.9627924561500549,0.03309253603219986,0.982928454875946,0.9920886158943176,0.9675925970077515
26,0.039755042642354965,0.9817733764648438,0.9928542971611023,0.9641480445861816,0.03151411935687065,0.9842416048049927,0.9983277320861816,0.9629032015800476
27,0.03830147907137871,0.9832512140274048,0.9952418804168701,0.9653846025466919,0.027597302570939064,0.9868680238723755,1.0,0.9694656729698181
28,0.04520399123430252,0.9806239604949951,0.9936432242393494,0.9608144164085388,0.038745101541280746,0.9809586405754089,0.9984685778617859,0.9588235020637512
29,0.040492285043001175,0.9832512140274048,0.9960614442825317,0.9648988842964172,0.028184540569782257,0.9875246286392212,0.9983974099159241,0.9719188809394836
